PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
10830,0,3,"Anderson, Mrs. Florence",female,14.4,0,0,T67200,12.97,,S
10831,1,3,"Miller, Miss. Florence",female,35.9,0,0,T176300,13.3,,S
10832,0,2,"Williams, Mr. Robert",male,,0,0,T974552,15.32,A60,S
10833,1,2,"Johnson, Miss. Dorothy",female,,0,0,T604195,35.93,B85,S
10834,0,3,"Johnson, Mr. John",male,16.2,1,0,T698428,17.68,,S
10835,0,1,"Davis, Mr. Robert",male,,0,0,T934028,419.59,,S
10836,0,3,"Moore, Master. Henry",male,55.4,2,0,T191865,16.09,,C
10837,1,1,"Wilson, Master. Robert",male,47.6,5,0,T824655,61.44,C40,S
10838,1,1,"Williams, Miss. Emma",female,31.4,0,0,T268190,39.59,,S
10839,1,3,"Brown, Mrs. Mary",female,10.7,1,0,T720218,10.22,,Q
10840,1,1,"Johnson, Miss. Alice",female,58.9,5,0,T664455,239.49,C85,S
10841,0,3,"Johnson, Mrs. Lily",female,26.9,2,0,T673777,5.17,,S
10842,0,3,"Smith, Mr. Henry",male,33.3,0,0,T389934,10.89,,S
10843,1,3,"Taylor, Miss. Mary",female,42.9,0,0,T667244,9.07,A76,S
10844,1,3,"Moore, Mr. Richard",male,1.2,0,0,T844584,14.05,,S
10845,0,3,"Brown, Mr. Thomas",male,20.4,1,0,T930055,5.37,,S
10846,1,2,"Jones, Mrs. Florence",female,28.7,0,1,T682458,27.4,,S
10847,0,3,"Davis, Mr. Robert",male,31.6,0,0,T704785,18.34,,Q
10848,0,1,"Johnson, Mrs. Mary",female,,0,6,T444728,216.58,,Q
10849,0,2,"Johnson, Mr. James",male,34.4,0,0,T217687,34.78,,S
10850,1,3,"Anderson, Miss. Clara",female,30.2,0,0,T192401,8.99,D145,S
10851,0,3,"Thomas, Mr. George",male,53.9,0,3,T301429,8.18,,S
10852,0,1,"Jones, Mr. John",male,44.2,0,0,T397252,97.59,,S
10853,0,2,"Johnson, Mr. Richard",male,25.8,1,2,T974033,19.96,,S
10854,0,3,"Brown, Mr. George",male,,0,0,T980439,16.81,,S
10855,0,2,"Taylor, Mr. John",male,,0,0,T663534,30.78,,S
10856,0,3,"Wilson, Mr. James",male,33.8,0,2,T487728,14.13,,C
10857,0,3,"Moore, Mrs. Clara",female,9.8,0,0,T776423,6.44,,S
10858,0,1,"Thomas, Mr. John",male,,0,4,T397189,142.16,,Q
10859,0,1,"Jones, Master. Thomas",male,15.3,1,5,T144936,171.92,,S
10860,1,3,"Anderson, Mr. Thomas",male,65.6,0,1,T20213,17.93,,S
10861,0,3,"Wilson, Miss. Lily",female,35.9,1,0,T355177,7.95,,S
10862,0,1,"Miller, Mrs. Clara",female,20.5,2,1,T623741,46.37,,Q
10863,0,2,"Taylor, Mr. William",male,0.5,0,0,T848036,47.37,,Q
10864,1,2,"Thomas, Mr. John",male,41.0,0,0,T341478,34.96,,S
10865,0,1,"Anderson, Mr. Edward",male,,0,0,T102003,89.58,B13,S
10866,0,3,"Wilson, Mr. Edward",male,34.9,0,1,T590915,13.71,,S
10867,0,3,"Taylor, Mr. Charles",male,57.7,1,0,T623435,27.09,,S
10868,0,3,"Thomas, Mr. William",male,13.2,2,0,T429375,6.93,,S
10869,0,3,"Brown, Mr. William",male,40.4,0,0,T745042,13.19,,S
10870,0,1,"Moore, Mr. James",male,17.9,0,2,T394887,103.53,,Q
10871,0,2,"Johnson, Mr. John",male,46.1,0,0,T251156,31.83,,S
10872,0,3,"Smith, Mr. George",male,30.7,0,0,T89196,7.5,,S
10873,1,3,"Anderson, Mrs. Florence",female,29.4,0,0,T313130,10.22,,S
10874,1,3,"Wilson, Miss. Florence",female,47.2,0,0,T447787,9.38,D111,S
10875,1,3,"Wilson, Mrs. Emma",female,38.8,0,0,T977565,23.34,,C
10876,0,3,"Davis, Mr. Charles",male,18.0,0,0,T221307,18.06,,S
10877,0,1,"Brown, Mr. Robert",male,55.6,0,0,T627485,238.74,B85,S
10878,1,3,"Johnson, Mr. William",male,7.4,0,0,T232482,12.87,B14,S
10879,1,3,"Taylor, Mr. Edward",male,33.7,0,0,T521360,12.95,,S
10880,0,3,"Taylor, Mr. Charles",male,17.8,0,0,T56327,8.54,,S
10881,1,3,"Davis, Miss. Florence",female,8.1,0,0,T803917,16.05,B114,S
10882,1,3,"Anderson, Miss. Annie",female,13.3,0,1,T747308,14.38,G31,Q
10883,1,3,"Johnson, Miss. Dorothy",female,29.0,0,0,T884663,14.86,,S
10884,0,3,"Thomas, Miss. Edith",female,34.8,0,1,T972806,7.7,,S
10885,0,3,"Davis, Master. William",male,45.1,1,0,T374806,3.11,G26,S
10886,0,3,"Moore, Miss. Emma",female,51.1,1,0,T373603,12.83,,S
10887,1,3,"Taylor, Mrs. Florence",female,33.7,2,0,T626107,16.07,,S
10888,1,1,"Davis, Mr. James",male,23.3,0,1,T679946,117.88,,S
10889,0,3,"Anderson, Mr. John",male,44.8,0,0,T922713,5.56,,S
10890,0,3,"Davis, Mr. Charles",male,20.8,0,0,T402037,6.58,,S
10891,0,3,"Davis, Mr. James",male,6.6,0,1,T181004,7.24,,S
10892,0,1,"Williams, Mr. Thomas",male,,0,0,T513365,161.43,E96,S
10893,0,3,"Miller, Miss. Annie",female,48.9,0,0,T538268,5.06,,C
10894,0,2,"Taylor, Mr. Henry",male,17.8,1,1,T74076,27.87,,S
10895,0,3,"Smith, Miss. Clara",female,58.1,0,0,T375255,11.65,,C
10896,0,2,"Jones, Mr. Edward",male,38.2,0,0,T146542,26.3,E56,S
10897,0,3,"Smith, Mr. Charles",male,36.0,0,0,T18080,27.8,,S
10898,0,2,"Thomas, Mr. James",male,,0,2,T566655,21.3,,S
10899,1,1,"Wilson, Mrs. Lily",female,44.5,0,0,T335397,119.21,,S
10900,0,3,"Brown, Mr. Robert",male,7.6,1,0,T194913,3.97,C32,S
10901,1,1,"Williams, Mrs. Edith",female,24.8,0,0,T802196,67.5,,S
10902,1,3,"Smith, Mrs. Alice",female,19.1,1,0,T753176,6.5,,S
10903,1,3,"Anderson, Mrs. Beatrice",female,,0,0,T86240,7.31,,C
10904,1,3,"Williams, Miss. Lily",female,42.2,0,0,T352341,10.58,,S
10905,1,1,"Taylor, Miss. Mary",female,,0,0,T705928,59.72,,S
10906,0,3,"Taylor, Mr. George",male,41.4,0,0,T318148,13.44,,S
10907,0,2,"Anderson, Mrs. Clara",female,,0,2,T616276,37.0,,S
10908,0,3,"Taylor, Mr. Richard",male,44.0,0,0,T863406,10.67,,S
10909,0,3,"Thomas, Mr. Charles",male,30.8,0,2,T395898,20.59,D60,C
10910,0,1,"Miller, Mr. Thomas",male,,0,0,T817597,165.45,,S
10911,1,2,"Thomas, Mr. Thomas",male,,0,0,T245650,22.08,,S
10912,1,2,"Taylor, Mr. Charles",male,0.9,0,1,T756769,22.34,,S
10913,0,3,"Moore, Mr. Charles",male,46.6,0,2,T325830,7.32,B30,S
10914,0,2,"Jones, Mrs. Alice",female,44.9,0,0,T216702,33.0,,S
10915,0,3,"Jones, Mr. Richard",male,,0,2,T524066,10.92,,S
10916,0,3,"Jones, Mr. Henry",male,24.8,2,0,T398285,15.2,,S
10917,0,3,"Wilson, Miss. Annie",female,,0,0,T282653,11.81,,Q
10918,0,3,"Wilson, Mr. John",male,5.0,1,1,T948748,29.7,,S
10919,1,2,"Anderson, Mr. Robert",male,,0,0,T964706,19.03,,C
10920,1,3,"Miller, Mrs. Mary",female,40.3,0,1,T78241,9.08,,S
10921,0,3,"Moore, Mr. James",male,52.2,1,0,T35020,31.21,,S
10922,0,3,"Thomas, Mr. John",male,16.4,0,0,T872787,17.87,D34,Q
10923,1,1,"Jones, Miss. Edith",female,,0,1,T395831,103.66,,C
10924,1,2,"Davis, Mr. James",male,,0,1,T590211,20.31,,S
10925,0,2,"Taylor, Mr. Robert",male,49.2,0,2,T384115,57.05,,S
10926,0,2,"Anderson, Miss. Dorothy",female,,1,0,T666889,,,S
10927,0,1,"Johnson, Mr. James",male,7.1,0,0,T471756,39.24,F84,S
10928,0,3,"Anderson, Mr. William",male,27.8,0,2,T245051,4.67,,S
10929,0,3,"Thomas, Mr. Thomas",male,1.5,0,0,T604085,17.14,,Q
10930,0,3,"Taylor, Mrs. Edith",female,,0,0,T156728,10.88,,S
10931,1,3,"Anderson, Miss. Alice",female,13.7,1,0,T653202,7.26,,S
10932,1,1,"Anderson, Miss. Mary",female,,1,0,T302326,160.16,,C
10933,0,3,"Jones, Mr. Edward",male,25.9,0,0,T727325,12.42,,S
10934,1,3,"Brown, Mrs. Florence",female,,0,0,T171043,16.13,,Q
10935,1,3,"Jones, Miss. Beatrice",female,31.4,0,0,T952670,5.59,,S
10936,0,3,"Johnson, Mr. Richard",male,,0,1,T381739,16.59,E97,S
10937,0,1,"Jones, Mrs. Mary",female,34.5,0,0,T727899,50.82,,Q
10938,1,3,"Anderson, Mrs. Mary",female,11.6,0,0,T537651,3.13,,S
10939,0,1,"Taylor, Master. Robert",male,30.8,2,0,T764405,98.67,,S
10940,0,2,"Moore, Miss. Emma",female,50.5,0,2,T279692,33.59,G129,S
10941,1,2,"Moore, Miss. Mary",female,27.3,1,0,T871091,35.29,,S
10942,0,3,"Brown, Mr. Edward",male,,1,0,T409172,9.61,,S
10943,0,2,"Davis, Mrs. Beatrice",female,35.5,0,0,T272950,12.99,,S
10944,1,3,"Davis, Miss. Alice",female,,1,2,T337053,8.25,A15,S
10945,1,2,"Davis, Miss. Dorothy",female,33.9,0,0,T654987,23.88,,S
10946,0,3,"Williams, Mr. John",male,,0,0,T721549,5.86,,S
10947,0,3,"Johnson, Mr. Thomas",male,37.1,0,0,T787360,11.73,,S
10948,0,1,"Davis, Mr. Richard",male,39.2,0,2,T975639,58.7,D126,S
10949,1,2,"Davis, Mrs. Annie",female,36.1,0,1,T99957,17.33,F13,C
10950,0,3,"Miller, Mr. Robert",male,15.1,1,0,T887836,20.22,F26,S
10951,0,2,"Davis, Mr. Edward",male,12.7,4,0,T850135,12.79,,S
10952,0,3,"Thomas, Mr. James",male,24.6,0,2,T372295,13.1,A138,S
10953,0,3,"Wilson, Mr. George",male,52.2,0,2,T129848,18.45,E91,C
10954,1,2,"Williams, Miss. Emma",female,27.2,0,0,T600258,50.37,,S
10955,1,2,"Miller, Miss. Mary",female,34.2,4,0,T76892,46.53,,S
10956,0,3,"Miller, Mr. John",male,1.2,1,2,T27680,6.29,,S
10957,0,1,"Wilson, Mr. James",male,32.5,0,0,T102925,71.51,G144,S
10958,0,2,"Taylor, Mr. Robert",male,,0,0,T991400,14.79,,S
10959,0,1,"Taylor, Mr. Henry",male,0.5,0,0,T504666,26.12,,C
10960,1,2,"Jones, Mrs. Lily",female,33.9,1,0,T297292,14.12,,S
10961,0,2,"Smith, Mr. Edward",male,5.8,0,4,T391167,36.42,,S
10962,0,3,"Anderson, Mr. Edward",male,,8,0,T495409,6.47,C73,Q
10963,1,3,"Taylor, Mrs. Florence",female,,0,0,T217788,10.45,,S
10964,0,3,"Miller, Miss. Annie",female,32.0,4,0,T603675,8.7,,S
10965,1,1,"Taylor, Mrs. Lily",female,,0,1,T635703,203.54,,S
10966,1,1,"Johnson, Mrs. Dorothy",female,,0,0,T461112,42.69,E89,S
10967,0,3,"Brown, Mrs. Beatrice",female,23.6,0,1,T697553,26.73,,C
10968,1,3,"Brown, Mrs. Annie",female,32.0,0,0,T408458,8.63,,S
10969,0,1,"Moore, Miss. Emma",female,12.3,1,0,T740550,71.48,,S
10970,1,2,"Miller, Miss. Dorothy",female,46.0,0,0,T697410,28.49,,S
10971,0,3,"Anderson, Mrs. Emma",female,13.1,0,0,T784987,17.12,,C
10972,0,3,"Anderson, Mr. Charles",male,4.7,0,0,T729055,13.34,,S
10973,1,1,"Brown, Mr. Edward",male,44.1,0,1,T52654,91.06,,S
10974,1,3,"Johnson, Mr. William",male,23.4,0,0,T840931,12.9,D20,Q
10975,0,3,"Miller, Miss. Lily",female,30.7,0,0,T538846,9.2,,S
10976,1,3,"Brown, Mrs. Florence",female,39.2,1,0,T48797,30.41,,S
10977,0,3,"Taylor, Miss. Florence",female,19.3,0,0,T698441,11.14,E34,S
10978,0,2,"Anderson, Mr. Richard",male,31.7,0,0,T344728,27.7,,S
10979,0,3,"Johnson, Mr. Robert",male,39.1,0,0,T169312,22.79,,S
10980,0,3,"Williams, Mrs. Lily",female,53.5,0,0,T152077,34.76,C61,S
10981,0,3,"Moore, Mr. Henry",male,,0,0,T314082,11.45,,S
10982,0,3,"Anderson, Mr. Thomas",male,23.0,0,0,T571622,11.74,A33,S
10983,1,3,"Williams, Miss. Emma",female,37.9,0,0,T81019,11.55,,C
10984,1,1,"Thomas, Mr. Richard",male,32.7,0,0,T188093,62.17,,C
10985,0,1,"Brown, Master. John",male,27.7,1,0,T559150,147.22,,C
10986,0,3,"Brown, Mr. Edward",male,52.8,1,0,T959114,7.25,,S
10987,0,2,"Jones, Mr. John",male,5.3,2,0,T286257,24.02,E24,S
10988,1,1,"Davis, Mr. John",male,9.1,0,0,T198586,109.71,,S
10989,0,2,"Brown, Mr. Edward",male,5.5,0,1,T504354,19.24,A43,S
10990,0,3,"Taylor, Master. Thomas",male,47.1,0,0,T311091,6.11,,S
10991,0,1,"Brown, Mr. Charles",male,37.2,0,0,T668779,227.52,,S
10992,0,3,"Anderson, Mrs. Clara",female,9.8,0,0,T499728,12.48,,S
10993,0,1,"Jones, Mr. John",male,27.9,0,0,T775375,115.63,,S
10994,1,1,"Williams, Mr. James",male,29.3,2,0,T887912,69.6,,S
10995,0,2,"Davis, Mr. James",male,,1,0,T675870,16.32,C29,C
10996,1,1,"Williams, Master. Richard",male,32.4,0,0,T296957,144.92,,S
10997,0,3,"Wilson, Mr. Charles",male,12.6,0,0,T966264,9.11,,S
10998,0,3,"Davis, Master. Charles",male,39.9,0,0,T876258,8.79,,S
10999,1,3,"Smith, Mrs. Annie",female,13.1,0,0,T417146,15.21,,C
11000,0,2,"Jones, Mrs. Alice",female,,3,0,T915684,17.34,,S
11001,0,3,"Smith, Mr. Charles",male,48.5,0,0,T49585,15.08,,C
11002,0,1,"Thomas, Mr. Thomas",male,43.8,0,0,T951879,163.95,,S
11003,0,2,"Thomas, Mr. Edward",male,37.1,0,0,T482100,29.87,,S
11004,0,3,"Johnson, Mr. Henry",male,,1,0,T276449,5.24,,S
11005,1,3,"Davis, Miss. Emma",female,7.9,3,0,T437957,18.45,,C
11006,1,1,"Johnson, Mr. Thomas",male,23.3,0,0,T946623,33.8,B114,S
11007,0,2,"Williams, Mrs. Emma",female,26.4,0,0,T447995,18.05,,S
11008,0,3,"Williams, Miss. Annie",female,,0,2,T12437,18.72,,S
11009,0,2,"Johnson, Mr. Henry",male,7.5,0,0,T954010,32.39,,S
11010,0,3,"Davis, Mr. James",male,36.0,0,0,T129268,5.14,D34,C
11011,0,3,"Davis, Mr. Charles",male,12.6,0,0,T746309,13.61,,S
11012,0,3,"Williams, Mr. Edward",male,52.1,1,0,T33575,10.25,G25,S
11013,0,2,"Taylor, Miss. Dorothy",female,31.8,0,1,T591370,43.93,,S
11014,0,3,"Davis, Mr. Thomas",male,43.9,1,1,T280596,14.6,,S
11015,0,1,"Jones, Mr. John",male,,1,2,T386944,91.57,,S
11016,1,2,"Wilson, Mrs. Lily",female,59.8,1,1,T996353,15.86,,S
11017,0,3,"Davis, Mr. William",male,32.3,0,0,T228568,6.01,,C
11018,1,2,"Moore, Mr. Robert",male,24.0,0,0,T99757,27.02,F137,S
11019,0,1,"Taylor, Mr. Edward",male,24.3,1,0,T220762,72.15,A101,C
11020,0,3,"Jones, Mrs. Mary",female,51.4,0,0,T195575,21.36,,C
11021,0,3,"Wilson, Mr. John",male,10.6,0,0,T722395,18.08,,S
11022,1,1,"Smith, Mrs. Beatrice",female,17.0,0,0,T668963,82.23,,Q
11023,0,2,"Miller, Mr. Thomas",male,33.1,0,1,T874832,21.17,G10,Q
11024,1,1,"Davis, Mr. Richard",male,27.5,0,0,T790220,195.32,,S
11025,0,2,"Wilson, Mr. Robert",male,43.7,0,2,T192303,16.67,,S
11026,1,3,"Johnson, Mrs. Alice",female,10.3,0,0,T14495,11.11,,Q
11027,0,3,"Thomas, Mr. Charles",male,28.7,0,0,T194295,12.11,,C
11028,0,3,"Thomas, Mr. Robert",male,27.0,1,0,T791552,9.59,A16,C
11029,0,1,"Brown, Mrs. Annie",female,14.2,0,0,T772363,94.18,,C
11030,1,1,"Wilson, Miss. Alice",female,,1,0,T499512,103.08,,Q
11031,0,1,"Anderson, Mrs. Edith",female,28.4,0,4,T924889,59.11,,C
11032,0,2,"Anderson, Mr. George",male,27.8,1,0,T279320,13.79,,S
11033,1,1,"Thomas, Mr. John",male,17.7,1,0,T688484,164.04,E146,C
11034,0,2,"Johnson, Mr. Edward",male,24.3,0,0,T894898,33.3,G85,S
11035,1,1,"Wilson, Miss. Mary",female,,0,0,T86256,28.49,,C
11036,0,3,"Miller, Mr. John",male,42.2,0,0,T826113,24.84,,S
11037,1,3,"Thomas, Mr. Richard",male,44.7,2,0,T861581,12.01,,S
11038,0,3,"Davis, Master. Edward",male,54.1,0,0,T862532,11.3,,S
11039,1,1,"Johnson, Mr. Charles",male,36.0,0,0,T381633,270.6,,S
11040,1,3,"Miller, Miss. Beatrice",female,24.8,0,0,T806348,9.49,B30,S
11041,1,3,"Taylor, Miss. Florence",female,22.9,0,0,T649973,15.36,,C
11042,0,1,"Moore, Miss. Lily",female,36.8,0,1,T55787,69.14,,S
11043,0,3,"Thomas, Mr. James",male,32.6,0,0,T801403,11.52,D52,S
11044,0,3,"Davis, Miss. Florence",female,27.2,0,0,T513194,11.54,,S
11045,0,3,"Williams, Mr. Robert",male,25.9,0,1,T573858,12.33,,S
11046,1,2,"Williams, Mr. Charles",male,,0,0,T101692,28.7,,S
11047,0,3,"Davis, Mr. William",male,23.4,0,0,T524422,14.01,,C
11048,0,3,"Davis, Mr. James",male,49.2,0,0,T342121,11.45,F65,S
11049,0,2,"Anderson, Mr. James",male,32.3,0,0,T480025,23.17,,S
11050,0,3,"Williams, Mr. Robert",male,24.4,0,0,T853160,5.65,,Q
11051,1,3,"Smith, Miss. Mary",female,18.3,1,0,T548811,16.36,,S
11052,1,2,"Davis, Mrs. Clara",female,27.5,0,0,T680592,34.64,,S
11053,0,3,"Johnson, Mr. Thomas",male,37.0,0,2,T617922,6.31,,C
11054,0,3,"Thomas, Master. Charles",male,24.2,2,0,T284415,9.78,,S
11055,0,1,"Miller, Mr. George",male,42.0,0,0,T992363,96.3,B8,S
11056,0,2,"Brown, Mr. Charles",male,23.5,0,0,T972553,20.04,,S
11057,0,3,"Anderson, Mr. Richard",male,,0,0,T542701,15.16,,Q
11058,0,3,"Taylor, Mr. William",male,11.0,0,0,T340307,16.66,,C
11059,1,1,"Thomas, Mrs. Alice",female,37.8,1,1,T320453,448.1,,S
11060,0,1,"Davis, Mr. Edward",male,25.8,0,0,T705202,58.2,,S
11061,0,3,"Moore, Mr. George",male,52.6,1,0,T271187,17.79,,S
11062,1,3,"Davis, Mrs. Dorothy",female,39.9,0,0,T403834,21.8,,C
11063,1,2,"Moore, Mrs. Dorothy",female,30.9,1,0,T397396,24.17,,S
11064,0,3,"Wilson, Mr. George",male,,3,0,T484670,12.06,,S
11065,0,1,"Thomas, Mr. Richard",male,35.6,0,0,T618323,194.96,,S
11066,1,1,"Taylor, Miss. Mary",female,44.3,0,0,T195084,39.32,,Q
11067,1,3,"Johnson, Miss. Florence",female,17.2,0,0,T464655,8.25,,Q
11068,0,1,"Taylor, Mr. William",male,36.4,0,0,T485986,50.22,,S
11069,0,3,"Davis, Mr. Charles",male,37.0,0,0,T382379,10.11,,S
11070,0,1,"Taylor, Mr. Thomas",male,7.3,1,0,T309350,121.36,,S
11071,0,3,"Miller, Mr. Thomas",male,51.5,0,4,T560135,6.86,F80,S
11072,1,2,"Miller, Mr. James",male,12.9,1,2,T798801,16.74,,C
11073,0,2,"Thomas, Mr. James",male,10.9,0,0,T373227,20.25,B147,S
11074,0,3,"Taylor, Miss. Beatrice",female,,0,0,T944889,9.07,,Q
11075,0,3,"Davis, Mr. James",male,,1,0,T426778,12.24,B83,S
11076,0,3,"Brown, Mr. Henry",male,5.9,0,2,T748414,7.84,,S
11077,0,3,"Moore, Mr. Henry",male,22.2,0,2,T359021,24.17,,C
11078,0,3,"Smith, Mr. George",male,41.8,0,0,T715109,9.54,,S
11079,0,3,"Anderson, Mr. William",male,32.5,1,0,T931724,21.86,F90,S
11080,0,3,"Jones, Mr. William",male,20.7,0,0,T910072,7.38,,S
11081,0,3,"Brown, Mrs. Alice",female,,1,0,T944352,7.16,,C
11082,0,3,"Thomas, Master. Edward",male,28.1,0,0,T71719,4.91,,S
11083,1,3,"Brown, Mrs. Alice",female,42.1,4,0,T541685,6.61,,C
11084,0,2,"Miller, Miss. Alice",female,39.9,0,0,T559219,59.62,,S
11085,0,3,"Williams, Mr. Richard",male,,0,0,T692965,17.08,B122,S
11086,1,1,"Taylor, Miss. Edith",female,20.2,0,2,T986332,72.9,,S
11087,1,2,"Davis, Miss. Edith",female,10.6,1,0,T608105,26.73,,S
11088,0,2,"Davis, Mr. James",male,34.2,1,0,T786552,33.31,F48,S
11089,0,3,"Jones, Miss. Mary",female,32.8,0,0,T232644,10.19,,S
11090,0,3,"Smith, Mr. William",male,29.6,0,0,T371956,6.58,,S
11091,0,3,"Moore, Mr. George",male,18.9,0,0,T923490,12.67,,S
11092,0,1,"Williams, Mr. James",male,0.5,0,0,T522728,218.97,,C
11093,1,3,"Johnson, Miss. Dorothy",female,15.1,0,0,T708450,21.62,,S
11094,0,3,"Williams, Mr. Thomas",male,37.8,0,0,T420228,10.47,D8,S
11095,0,1,"Moore, Miss. Mary",female,33.8,0,0,T794606,95.03,,C
11096,1,1,"Moore, Mrs. Clara",female,43.7,0,0,T345760,276.33,,Q
11097,0,2,"Anderson, Mr. John",male,34.7,0,1,T509801,47.44,,S
11098,0,3,"Johnson, Master. Charles",male,40.4,0,0,T289014,16.3,G28,S
11099,1,3,"Taylor, Mr. Richard",male,40.8,0,2,T257415,7.36,,S
11100,0,3,"Williams, Mr. Robert",male,30.0,0,0,T533947,9.51,,S
11101,1,3,"Johnson, Miss. Alice",female,,3,0,T382975,7.51,G46,S
11102,0,2,"Anderson, Mr. Robert",male,0.5,1,0,T110268,39.95,F105,S
11103,0,3,"Moore, Mr. William",male,20.2,1,1,T934679,26.84,F62,S
11104,0,1,"Davis, Mr. William",male,20.8,0,0,T546061,84.77,,C
11105,0,2,"Moore, Miss. Clara",female,28.1,1,0,T129871,30.34,,S
11106,0,3,"Anderson, Master. Thomas",male,,0,0,T298761,18.63,,S
11107,0,3,"Jones, Mrs. Annie",female,,0,0,T335439,13.24,,C
11108,0,3,"Johnson, Mrs. Clara",female,,0,0,T34944,12.25,D5,S
11109,0,3,"Moore, Mrs. Dorothy",female,45.7,0,0,T30729,12.74,,S
11110,0,2,"Taylor, Mr. John",male,15.8,2,0,T77097,16.82,F110,S
11111,0,1,"Moore, Master. William",male,20.9,1,0,T538911,284.05,D72,S
11112,1,1,"Taylor, Mr. Thomas",male,19.8,0,0,T281983,193.61,F13,S
11113,0,3,"Brown, Mr. James",male,22.5,0,0,T709451,11.21,E16,S
11114,1,3,"Williams, Mrs. Annie",female,46.8,1,0,T642361,34.07,,C
11115,0,3,"Anderson, Mr. William",male,25.0,0,0,T842032,14.98,,S
11116,0,1,"Davis, Mr. Robert",male,25.3,0,4,T696006,138.97,C24,S
11117,0,3,"Williams, Mr. William",male,18.9,0,3,T150176,9.74,,C
11118,0,3,"Williams, Mr. Edward",male,,0,0,T755796,8.27,E127,C
11119,0,3,"Thomas, Mr. Thomas",male,32.8,0,0,T838291,5.8,,S
11120,0,3,"Thomas, Mr. Robert",male,26.6,0,0,T435666,3.45,,C
11121,0,3,"Wilson, Mrs. Alice",female,27.5,0,1,T12112,10.65,,S
11122,0,2,"Miller, Master. John",male,44.4,0,0,T268503,12.45,,S
11123,0,1,"Smith, Master. George",male,33.7,1,0,T755625,227.38,,S
11124,0,1,"Moore, Mr. John",male,13.0,0,1,T428339,74.93,,S
11125,1,1,"Miller, Mr. Charles",male,28.5,0,0,T852221,343.97,E78,S
11126,1,2,"Smith, Mrs. Alice",female,21.9,1,0,T837699,12.31,A45,S
11127,0,1,"Taylor, Mrs. Mary",female,37.3,0,0,T46992,157.05,,C
11128,0,2,"Brown, Mr. Richard",male,31.2,1,0,T60000,24.95,,S
11129,0,3,"Jones, Master. Edward",male,46.1,2,0,T558963,11.24,,S
11130,0,3,"Miller, Mr. Thomas",male,,0,0,T230965,5.1,F25,C
11131,1,3,"Johnson, Miss. Florence",female,26.9,0,0,T632458,10.66,,S
11132,1,2,"Jones, Mrs. Florence",female,14.3,0,5,T594539,35.64,,S
11133,0,1,"Brown, Mr. Richard",male,29.1,0,0,T438799,102.38,E86,S
11134,1,1,"Brown, Miss. Alice",female,7.4,2,0,T546973,82.72,,S
11135,0,3,"Johnson, Mr. William",male,,5,1,T61884,24.99,,S
11136,1,3,"Davis, Miss. Florence",female,28.9,0,0,T873381,21.76,,S
11137,0,1,"Anderson, Mrs. Lily",female,,1,0,T674867,82.56,A17,S
11138,0,3,"Miller, Mr. Charles",male,41.1,0,2,T435205,7.35,,S
11139,0,2,"Williams, Master. William",male,33.0,0,0,T744986,29.1,,Q
11140,1,3,"Taylor, Miss. Beatrice",female,11.2,0,2,T792033,9.84,,S
11141,0,2,"Taylor, Mr. Edward",male,21.6,5,1,T796170,15.73,,C
11142,0,2,"Miller, Mrs. Emma",female,28.5,0,0,T149375,18.96,C19,S
11143,0,3,"Davis, Mr. George",male,,4,1,T194707,7.77,,S
11144,0,3,"Wilson, Mrs. Edith",female,26.7,0,0,T468931,21.24,,C
11145,0,3,"Anderson, Mr. William",male,53.2,0,0,T172089,23.06,E120,S
11146,0,3,"Moore, Mr. Richard",male,,2,0,T876655,12.99,,S
11147,1,1,"Davis, Miss. Beatrice",female,35.2,0,5,T640094,110.79,,Q
11148,0,2,"Brown, Mrs. Mary",female,,0,0,T230638,26.26,E88,S
11149,0,3,"Anderson, Mr. Henry",male,40.5,0,0,T610797,33.05,,C
11150,0,3,"Smith, Mr. James",male,,0,0,T95261,24.26,,S
11151,1,3,"Brown, Mrs. Annie",female,49.2,0,0,T89885,5.1,B17,S
11152,1,2,"Moore, Mrs. Clara",female,23.3,0,0,T462142,21.81,,S
11153,0,3,"Johnson, Mrs. Beatrice",female,,0,0,T424292,14.96,,S
11154,0,2,"Wilson, Mr. George",male,30.1,1,1,T398432,25.24,,C
11155,0,3,"Moore, Mr. Edward",male,34.1,0,0,T161154,15.52,,C
11156,0,3,"Anderson, Mrs. Mary",female,25.8,3,0,T210130,6.92,A14,C
11157,0,3,"Thomas, Mrs. Clara",female,25.4,0,0,T444451,11.69,A129,S
11158,0,3,"Brown, Mr. Richard",male,0.5,1,0,T449266,12.36,F79,S
11159,0,2,"Brown, Mr. Robert",male,41.1,0,0,T326445,35.83,A37,C
11160,0,1,"Taylor, Mr. John",male,,0,0,T600389,142.66,B119,S
11161,0,3,"Smith, Mrs. Clara",female,27.0,1,0,T585649,6.28,,C
11162,1,2,"Brown, Mrs. Edith",female,33.7,0,2,T601844,25.73,A8,Q
11163,0,3,"Wilson, Mrs. Clara",female,23.7,0,0,T717461,9.94,,S
11164,0,3,"Miller, Mr. Henry",male,33.5,1,0,T995211,7.78,,S
11165,0,3,"Taylor, Mr. William",male,,0,0,T285656,6.3,,S
11166,1,3,"Davis, Miss. Beatrice",female,35.6,1,0,T583929,13.67,,S
